Date,Close,Open,High,Low
2017/8/15,2464.61,2468.66,2468.90,2461.61 
2017/8/14,2465.84,2454.96,2468.22,2454.96 
2017/8/11,2441.32,2441.04,2448.09,2437.85 
2017/8/10,2438.21,2465.38,2465.38,2437.75 
2017/8/9,2474.02,2465.35,2474.41,2462.08 
2017/8/8,2474.92,2478.35,2490.87,2470.32 
2017/8/7,2480.91,2477.14,2480.95,2475.88 
2017/8/4,2476.83,2476.88,2480.00,2472.08 
2017/8/3,2472.16,2476.03,2476.03,2468.85 
2017/8/2,2477.57,2480.38,2480.38,2466.48 
2017/8/1,2476.35,2477.10,2478.51,2471.14 
2017/7/31,2470.30,2475.94,2477.96,2468.53 
2017/7/28,2472.10,2469.12,2473.53,2464.66 
2017/7/27,2475.42,2482.76,2484.04,2459.93 
2017/7/26,2477.83,2479.97,2481.69,2474.94 
2017/7/25,2477.13,2477.88,2481.24,2474.91 
2017/7/24,2469.91,2472.04,2473.10,2466.32 
2017/7/21,2472.54,2467.40,2472.54,2465.06 
2017/7/20,2473.45,2475.56,2477.62,2468.43 
2017/7/19,2473.83,2463.85,2473.83,2463.85 
2017/7/18,2460.61,2455.88,2460.92,2450.34 
2017/7/17,2459.14,2459.50,2462.82,2457.16 
2017/7/14,2459.27,2449.16,2463.54,2446.69 
2017/7/13,2447.83,2444.99,2449.32,2441.69 
2017/7/12,2443.25,2435.75,2445.76,2435.75 
2017/7/11,2425.53,2427.35,2429.30,2412.79 
2017/7/10,2427.43,2424.51,2432.00,2422.27 
2017/7/7,2425.18,2413.52,2426.92,2413.52 
2017/7/6,2409.75,2423.44,2424.28,2407.70 
2017/7/5,2432.54,2430.78,2434.90,2422.05 
2017/7/3,2429.01,2431.39,2439.17,2428.69 
2017/6/30,2423.41,2429.20,2432.71,2421.65 
2017/6/29,2419.70,2442.38,2442.73,2405.70 
2017/6/28,2440.69,2428.70,2442.97,2428.02 
2017/6/27,2419.38,2436.34,2440.15,2419.38 
2017/6/26,2439.07,2443.32,2450.42,2437.03 
2017/6/23,2438.30,2434.65,2441.40,2431.11 
2017/6/22,2434.50,2437.40,2441.62,2433.27 
2017/6/21,2435.61,2439.31,2442.23,2430.74 
2017/6/20,2437.03,2450.66,2450.66,2436.60 
2017/6/19,2453.46,2442.55,2453.82,2441.79 
2017/6/16,2433.15,2431.24,2433.15,2422.88 
2017/6/15,2432.46,2424.14,2433.95,2418.53 
2017/6/14,2437.92,2443.75,2443.75,2428.34 
2017/6/13,2440.35,2434.15,2441.49,2431.28 
2017/6/12,2429.39,2425.88,2430.38,2419.97 
2017/6/9,2431.77,2436.39,2446.20,2415.70 
2017/6/8,2433.79,2434.27,2439.27,2427.94 
2017/6/7,2433.14,2432.03,2435.28,2424.75 
2017/6/6,2429.33,2431.92,2436.21,2428.12 
2017/6/5,2436.10,2437.83,2439.55,2434.32 
2017/6/2,2439.07,2431.28,2440.23,2427.71 
2017/6/1,2430.06,2415.65,2430.06,2413.54 
2017/5/31,2411.80,2415.63,2415.99,2403.59 
2017/5/30,2412.91,2411.67,2415.26,2409.43 
2017/5/26,2415.82,2414.50,2416.68,2412.20 
2017/5/25,2415.07,2409.54,2418.71,2408.01 
2017/5/24,2404.39,2401.41,2405.58,2397.99 
2017/5/23,2398.42,2397.04,2400.85,2393.88 
2017/5/22,2394.02,2387.21,2395.46,2386.92 
2017/5/19,2381.73,2371.37,2389.06,2370.43 
2017/5/18,2365.72,2354.69,2375.74,2352.72 
2017/5/17,2357.03,2382.95,2384.87,2356.21 
2017/5/16,2400.67,2404.55,2405.77,2396.05 
2017/5/15,2402.32,2393.98,2404.05,2393.94 
2017/5/12,2390.90,2392.44,2392.44,2387.19 
2017/5/11,2394.44,2394.84,2395.72,2381.74 
2017/5/10,2399.63,2396.79,2399.74,2392.79 
2017/5/9,2396.92,2401.58,2403.87,2392.44 
2017/5/8,2399.38,2399.94,2401.36,2393.92 
2017/5/5,2399.29,2392.37,2399.29,2389.38 
2017/5/4,2389.52,2389.79,2391.43,2380.35 
2017/5/3,2388.13,2386.50,2389.82,2379.75 
2017/5/2,2391.17,2391.05,2392.93,2385.82 
2017/5/1,2388.33,2388.50,2394.49,2384.83 
2017/4/28,2384.20,2393.68,2393.68,2382.36 
2017/4/27,2388.77,2389.70,2392.10,2382.68 
2017/4/26,2387.45,2388.98,2398.16,2386.76 
2017/4/25,2388.61,2381.51,2392.48,2381.15 
2017/4/24,2374.15,2370.33,2376.98,2369.19 
2017/4/21,2348.69,2354.74,2356.18,2344.51 
2017/4/20,2355.84,2342.69,2361.37,2340.91 
2017/4/19,2338.17,2346.79,2352.63,2335.05 
2017/4/18,2342.19,2342.53,2348.35,2334.54 
2017/4/17,2349.01,2332.62,2349.14,2332.51 
2017/4/13,2328.95,2341.98,2348.26,2328.95 
2017/4/12,2344.93,2352.15,2352.72,2341.18 
2017/4/11,2353.78,2353.92,2355.22,2337.25 
2017/4/10,2357.16,2357.16,2366.37,2351.50 
2017/4/7,2355.54,2356.59,2363.76,2350.74 
2017/4/6,2357.49,2353.79,2364.16,2348.90 
2017/4/5,2352.95,2366.59,2378.36,2350.52 
2017/4/4,2360.16,2354.76,2360.53,2350.72 
2017/4/3,2358.84,2362.34,2365.87,2344.73 
2017/3/31,2362.72,2364.82,2370.35,2362.60 
2017/3/30,2368.06,2361.31,2370.42,2358.58 
2017/3/29,2361.13,2356.54,2363.36,2352.94 
2017/3/28,2358.57,2339.79,2363.78,2337.63 
2017/3/27,2341.59,2329.11,2344.90,2322.25 
2017/3/24,2343.98,2350.42,2356.22,2335.74 
2017/3/23,2345.96,2345.97,2358.92,2342.13 
2017/3/22,2348.45,2343.00,2351.81,2336.45 
2017/3/21,2344.02,2379.32,2381.93,2341.90 
2017/3/20,2373.47,2378.24,2379.55,2369.66 
2017/3/17,2378.25,2383.71,2385.71,2377.64 
2017/3/16,2381.38,2387.71,2388.10,2377.18 
2017/3/15,2385.26,2370.34,2390.01,2368.94 
2017/3/14,2365.45,2368.55,2368.55,2358.18 
2017/3/13,2373.47,2371.56,2374.42,2368.52 
2017/3/10,2372.60,2372.52,2376.86,2363.04 
2017/3/9,2364.87,2363.49,2369.08,2354.54 
2017/3/8,2362.98,2369.81,2373.09,2361.01 
2017/3/7,2368.39,2370.74,2375.12,2365.51 
2017/3/6,2375.31,2375.23,2378.80,2367.98 
2017/3/3,2383.12,2380.92,2383.89,2375.39 
2017/3/2,2381.92,2394.75,2394.75,2380.17 
2017/3/1,2395.96,2380.13,2400.98,2380.13 
2017/2/28,2363.64,2366.08,2367.79,2358.96 
2017/2/27,2369.75,2365.23,2371.54,2361.87 
2017/2/24,2367.34,2355.73,2367.34,2352.87 
2017/2/23,2363.81,2367.50,2368.26,2355.09 
2017/2/22,2362.82,2361.11,2365.13,2358.34 
2017/2/21,2365.38,2354.91,2366.71,2354.91 
2017/2/17,2351.16,2343.01,2351.16,2339.58 
2017/2/16,2347.22,2349.64,2351.31,2338.87 
2017/2/15,2349.25,2335.58,2351.30,2334.81 
2017/2/14,2337.58,2326.12,2337.58,2322.17 
2017/2/13,2328.25,2321.72,2331.58,2321.42 
2017/2/10,2316.10,2312.27,2319.23,2311.10 
2017/2/9,2307.87,2296.70,2311.08,2296.61 
2017/2/8,2294.67,2289.55,2295.91,2285.38 
2017/2/7,2293.08,2295.87,2299.40,2290.16 
2017/2/6,2292.56,2294.28,2296.18,2288.57 
2017/2/3,2297.42,2288.54,2298.31,2287.88 
2017/2/2,2280.85,2276.69,2283.97,2271.65 
2017/2/1,2279.55,2285.59,2289.14,2272.44 
2017/1/31,2278.87,2274.02,2279.09,2267.21 
2017/1/30,2280.90,2286.01,2286.01,2268.04 
2017/1/27,2294.69,2299.02,2299.02,2291.62 
2017/1/26,2296.68,2298.63,2300.99,2294.08 
2017/1/25,2298.37,2288.88,2299.55,2288.88 
2017/1/24,2280.07,2267.88,2284.63,2266.68 
2017/1/23,2265.20,2267.78,2271.78,2257.02 
2017/1/20,2271.31,2269.96,2276.96,2265.01 
2017/1/19,2263.69,2271.90,2274.33,2258.41 
2017/1/18,2271.89,2269.14,2272.01,2263.35 
2017/1/17,2267.89,2269.14,2272.08,2262.81 
2017/1/13,2274.64,2272.74,2278.68,2271.51 
2017/1/12,2270.44,2271.14,2271.78,2254.25 
2017/1/11,2275.32,2268.60,2275.32,2260.83 
2017/1/10,2268.90,2269.72,2279.27,2265.27 
2017/1/9,2268.90,2273.59,2275.49,2268.90 
2017/1/6,2276.98,2271.14,2282.10,2264.06 
2017/1/5,2269.00,2268.18,2271.50,2260.45 
2017/1/4,2270.75,2261.60,2272.82,2261.60 
2017/1/3,2257.83,2251.57,2263.88,2245.13 
2016/12/30,2238.83,2251.61,2253.58,2233.62 
2016/12/29,2249.26,2249.50,2254.51,2244.56 
2016/12/28,2249.92,2270.23,2271.31,2249.11 
2016/12/27,2268.88,2266.23,2273.82,2266.15 
2016/12/23,2263.79,2260.25,2263.79,2258.84 
2016/12/22,2260.96,2262.93,2263.18,2256.08 
2016/12/21,2265.18,2270.54,2271.23,2265.15 
2016/12/20,2270.76,2266.50,2272.56,2266.14 
2016/12/19,2262.53,2259.24,2267.47,2258.21 
2016/12/16,2258.07,2266.81,2268.05,2254.24 
2016/12/15,2262.03,2253.77,2272.12,2253.77 
2016/12/14,2253.28,2268.35,2276.20,2248.44 
2016/12/13,2271.72,2263.32,2277.53,2263.32 
2016/12/12,2256.96,2258.83,2264.03,2252.37 
2016/12/9,2259.53,2249.73,2259.80,2249.23 
2016/12/8,2246.19,2241.13,2251.69,2237.57 
2016/12/7,2241.35,2210.72,2241.63,2208.93 
2016/12/6,2212.23,2207.26,2212.78,2202.21 
2016/12/5,2204.71,2200.65,2209.42,2199.97 
2016/12/2,2191.95,2191.12,2197.95,2188.37 
2016/12/1,2191.08,2200.17,2202.60,2187.44 
2016/11/30,2198.81,2204.97,2214.10,2198.81 
2016/11/29,2204.66,2200.76,2210.46,2198.15 
2016/11/28,2201.72,2210.21,2211.14,2200.36 
2016/11/25,2213.35,2206.27,2213.35,2206.27 
2016/11/23,2204.72,2198.55,2204.72,2194.51 
2016/11/22,2202.94,2201.56,2204.80,2194.51 
2016/11/21,2198.18,2186.43,2198.70,2186.43 
2016/11/18,2181.90,2186.85,2189.89,2180.38 
2016/11/17,2187.12,2178.61,2188.06,2176.65 
2016/11/16,2176.94,2177.53,2179.22,2172.20 
2016/11/15,2180.39,2168.29,2180.84,2166.38 
2016/11/14,2164.20,2165.64,2171.36,2156.08 
2016/11/11,2164.45,2162.71,2165.92,2152.49 
2016/11/10,2167.48,2167.49,2182.30,2151.17 
2016/11/9,2163.26,2131.56,2170.10,2125.35 
2016/11/8,2139.56,2129.92,2146.87,2123.56 
2016/11/7,2131.52,2100.59,2132.00,2100.59 
2016/11/4,2085.18,2083.79,2099.07,2083.79 
2016/11/3,2088.66,2098.80,2102.56,2085.23 
2016/11/2,2097.94,2109.43,2111.76,2094.00 
2016/11/1,2111.72,2128.68,2131.45,2097.85 
2016/10/31,2126.15,2129.78,2133.25,2125.53 
2016/10/28,2126.41,2132.23,2140.72,2119.36 
2016/10/27,2133.04,2144.06,2147.13,2132.52 
2016/10/26,2139.43,2136.97,2145.73,2131.59 
2016/10/25,2143.16,2149.72,2151.44,2141.93 
2016/10/24,2151.33,2148.50,2154.79,2146.91 
2016/10/21,2141.16,2139.43,2142.63,2130.09 
2016/10/20,2141.34,2142.51,2147.18,2133.44 
2016/10/19,2144.29,2140.81,2148.44,2138.15 
2016/10/18,2139.60,2138.31,2144.38,2135.49 
2016/10/17,2126.50,2132.95,2135.61,2124.43 
2016/10/14,2132.98,2139.68,2149.19,2132.98 
2016/10/13,2132.55,2130.26,2138.19,2114.72 
2016/10/12,2139.18,2137.67,2145.36,2132.77 
2016/10/11,2136.73,2161.35,2161.56,2128.84 
2016/10/10,2163.66,2160.39,2169.60,2160.39 
2016/10/7,2153.74,2164.19,2165.86,2144.85 
2016/10/6,2160.77,2158.22,2162.93,2150.28 
2016/10/5,2159.73,2155.15,2163.95,2155.15 
2016/10/4,2150.49,2163.37,2165.46,2144.01 
2016/10/3,2161.20,2164.33,2164.41,2154.77 
2016/9/30,2168.27,2156.51,2175.30,2156.51 
2016/9/29,2151.13,2168.90,2172.67,2145.20 
2016/9/28,2171.37,2161.85,2172.40,2151.79 
2016/9/27,2159.93,2146.04,2161.13,2141.55 
2016/9/26,2146.10,2158.54,2158.54,2145.04 
2016/9/23,2164.69,2173.29,2173.75,2163.97 
2016/9/22,2177.18,2170.94,2179.99,2170.94 
2016/9/21,2163.12,2144.58,2165.11,2139.57 
2016/9/20,2139.76,2145.94,2150.80,2139.17 
2016/9/19,2139.12,2143.99,2153.61,2135.91 
2016/9/16,2139.16,2146.48,2146.48,2131.20 
2016/9/15,2147.26,2125.36,2151.31,2122.36 
2016/9/14,2125.77,2127.86,2141.33,2119.90 
2016/9/13,2127.02,2150.47,2150.47,2120.27 
2016/9/12,2159.04,2120.86,2163.30,2119.12 
2016/9/9,2127.81,2169.08,2169.08,2127.81 
2016/9/8,2181.30,2182.76,2184.94,2177.49 
2016/9/7,2186.16,2185.17,2187.87,2179.07 
2016/9/6,2186.48,2181.61,2186.57,2175.10 
2016/9/2,2179.98,2177.49,2184.87,2173.59 
2016/9/1,2170.86,2171.33,2173.56,2157.09 
2016/8/31,2170.95,2173.56,2173.79,2161.35 
2016/8/30,2176.12,2179.45,2182.27,2170.41 
2016/8/29,2180.38,2170.19,2183.48,2170.19 
2016/8/26,2169.04,2175.10,2187.94,2160.39 
2016/8/25,2172.47,2173.29,2179.00,2169.74 
2016/8/24,2175.44,2185.09,2186.66,2171.25 
2016/8/23,2186.90,2187.81,2193.42,2186.80 
2016/8/22,2182.64,2181.58,2185.15,2175.96 
2016/8/19,2183.87,2184.24,2185.00,2175.13 
2016/8/18,2187.02,2181.90,2187.03,2180.46 
2016/8/17,2182.22,2177.84,2183.08,2168.50 
2016/8/16,2178.15,2186.24,2186.24,2178.14 
2016/8/15,2190.15,2186.08,2193.81,2186.08 
2016/8/12,2184.05,2183.74,2186.28,2179.42 
2016/8/11,2185.79,2177.97,2188.45,2177.97 
2016/8/10,2175.49,2182.81,2183.41,2172.00 
2016/8/9,2181.74,2182.24,2187.66,2178.61 
2016/8/8,2180.89,2183.76,2185.44,2177.85 
2016/8/5,2182.87,2168.79,2182.87,2168.79 
2016/8/4,2164.25,2163.51,2168.19,2159.07 
2016/8/3,2163.79,2156.81,2163.79,2152.56 
2016/8/2,2157.03,2169.94,2170.20,2147.58 
2016/8/1,2170.84,2173.15,2178.29,2166.21 
2016/7/29,2173.60,2168.83,2177.09,2163.49 
2016/7/28,2170.06,2166.05,2172.85,2159.74 
2016/7/27,2166.58,2169.81,2174.98,2159.07 
2016/7/26,2169.18,2168.97,2173.54,2160.18 
2016/7/25,2168.48,2173.71,2173.71,2161.95 
2016/7/22,2175.03,2166.47,2175.11,2163.24 
2016/7/21,2165.17,2172.91,2174.56,2159.75 
2016/7/20,2173.02,2166.10,2175.63,2164.89 
2016/7/19,2163.78,2163.79,2164.63,2159.01 
2016/7/18,2166.89,2162.04,2168.35,2159.63 
2016/7/15,2161.74,2165.13,2169.05,2155.79 
2016/7/14,2163.75,2157.88,2168.99,2157.88 
2016/7/13,2152.43,2153.81,2156.45,2146.21 
2016/7/12,2152.14,2139.50,2155.40,2139.50 
2016/7/11,2137.16,2131.72,2143.16,2131.72 
2016/7/8,2129.90,2106.97,2131.71,2106.97 
2016/7/7,2097.90,2100.42,2109.08,2089.39 
2016/7/6,2099.73,2084.43,2100.72,2074.02 
2016/7/5,2088.55,2095.05,2095.05,2080.86 
2016/7/1,2102.95,2099.34,2108.71,2097.90 
2016/6/30,2098.86,2073.17,2098.94,2070.00 
2016/6/29,2070.77,2042.69,2073.13,2042.69 
2016/6/28,2036.09,2006.67,2036.09,2006.67 
2016/6/27,2000.54,2031.45,2031.45,1991.68 
2016/6/24,2037.41,2103.81,2103.81,2032.57 
2016/6/23,2113.32,2092.80,2113.32,2092.80 
2016/6/22,2085.45,2089.75,2099.71,2084.36 
2016/6/21,2088.90,2085.19,2093.66,2083.02 
2016/6/20,2083.25,2075.58,2100.66,2075.58 
2016/6/17,2071.22,2078.20,2078.20,2062.84 
2016/6/16,2077.99,2066.36,2079.62,2050.37 
2016/6/15,2071.50,2077.60,2085.65,2069.80 
2016/6/14,2075.32,2076.65,2081.30,2064.10 
2016/6/13,2079.06,2091.75,2098.12,2078.46 
2016/6/10,2096.07,2109.57,2109.57,2089.96 
2016/6/9,2115.48,2115.65,2117.64,2107.73 
2016/6/8,2119.12,2112.71,2120.55,2112.71 
2016/6/7,2112.13,2110.18,2119.22,2110.18 
2016/6/6,2109.41,2100.83,2113.36,2100.83 
2016/6/3,2099.13,2104.07,2104.07,2085.36 
2016/6/2,2105.26,2097.71,2105.26,2088.59 
2016/6/1,2099.33,2093.94,2100.97,2085.10 
2016/5/31,2096.96,2100.13,2103.48,2088.66 
2016/5/27,2099.06,2090.06,2099.06,2090.06 
2016/5/26,2090.10,2091.44,2094.30,2087.08 
2016/5/25,2090.54,2078.93,2094.73,2078.93 
2016/5/24,2076.06,2052.65,2079.67,2052.65 
2016/5/23,2048.04,2052.23,2055.58,2047.26 
2016/5/20,2052.32,2041.88,2058.35,2041.88 
2016/5/19,2040.04,2044.21,2044.21,2025.91 
2016/5/18,2047.63,2044.38,2060.61,2034.49 
2016/5/17,2047.21,2065.04,2065.69,2040.82 
2016/5/16,2066.66,2046.53,2071.88,2046.53 
2016/5/13,2046.61,2062.50,2066.79,2043.13 
2016/5/12,2064.11,2067.17,2073.99,2053.13 
2016/5/11,2064.46,2083.29,2083.29,2064.46 
2016/5/10,2084.39,2062.63,2084.87,2062.63 
2016/5/9,2058.69,2057.55,2064.15,2054.31 
2016/5/6,2057.14,2047.77,2057.72,2039.45 
2016/5/5,2050.63,2052.95,2060.23,2045.77 
2016/5/4,2051.12,2060.30,2060.30,2045.55 
2016/5/3,2063.37,2077.18,2077.18,2054.89 
2016/5/2,2081.43,2067.17,2083.42,2066.11 
2016/4/29,2065.30,2071.82,2073.85,2052.28 
2016/4/28,2075.81,2090.93,2099.30,2071.62 
2016/4/27,2095.15,2092.33,2099.89,2082.31 
2016/4/26,2091.70,2089.84,2096.87,2085.80 
2016/4/25,2087.79,2089.37,2089.37,2077.52 
2016/4/22,2091.58,2091.49,2094.32,2081.20 
2016/4/21,2091.48,2102.09,2103.78,2088.52 
2016/4/20,2102.40,2101.52,2111.05,2096.32 
2016/4/19,2100.80,2096.05,2104.05,2091.68 
2016/4/18,2094.34,2078.83,2094.66,2073.65 
2016/4/15,2080.73,2083.10,2083.22,2076.31 
2016/4/14,2082.78,2082.89,2087.84,2078.13 
2016/4/13,2082.42,2065.92,2083.18,2065.92 
2016/4/12,2061.72,2043.72,2065.05,2039.74 
2016/4/11,2041.99,2050.23,2062.93,2041.88 
2016/4/8,2047.60,2045.54,2060.63,2041.69 
2016/4/7,2041.91,2063.01,2063.01,2033.80 
2016/4/6,2066.66,2045.56,2067.33,2043.09 
2016/4/5,2045.17,2062.50,2062.50,2042.56 
2016/4/4,2066.13,2073.19,2074.02,2062.57 
2016/4/1,2072.78,2056.62,2075.07,2043.98 
2016/3/31,2059.74,2063.77,2067.92,2057.46 
2016/3/30,2063.95,2058.27,2072.21,2058.27 
2016/3/29,2055.01,2035.75,2055.91,2028.31 
2016/3/28,2037.05,2037.89,2042.67,2031.96 
2016/3/24,2035.94,2032.48,2036.04,2022.49 
2016/3/23,2036.71,2048.55,2048.55,2034.86 
2016/3/22,2049.80,2048.64,2056.60,2040.57 
2016/3/21,2051.60,2047.88,2053.91,2043.14 
2016/3/18,2049.58,2041.16,2052.36,2041.16 
2016/3/17,2040.59,2026.90,2046.24,2022.16 
2016/3/16,2027.22,2014.24,2032.02,2010.04 
2016/3/15,2015.93,2015.27,2015.94,2005.23 
2016/3/14,2019.64,2019.27,2024.57,2012.05 
2016/3/11,2022.19,1994.71,2022.37,1994.71 
2016/3/10,1989.57,1990.97,2005.08,1969.25 
2016/3/9,1989.26,1981.44,1992.69,1979.84 
2016/3/8,1979.26,1996.88,1996.88,1977.43 
2016/3/7,2001.76,1996.11,2006.12,1989.38 
2016/3/4,1999.99,1994.01,2009.13,1986.77 
2016/3/3,1993.40,1985.60,1993.69,1977.37 
2016/3/2,1986.45,1976.60,1986.51,1968.80 
2016/3/1,1978.35,1937.09,1978.35,1937.09 
2016/2/29,1932.23,1947.13,1958.27,1931.81 
2016/2/26,1948.05,1954.95,1962.96,1945.78 
2016/2/25,1951.70,1931.87,1951.83,1925.41 
2016/2/24,1929.80,1917.56,1932.08,1891.00 
2016/2/23,1921.27,1942.38,1942.38,1919.44 
2016/2/22,1945.50,1924.44,1946.70,1924.44 
2016/2/19,1917.78,1916.74,1918.78,1902.17 
2016/2/18,1917.83,1927.57,1930.00,1915.09 
2016/2/17,1926.82,1898.80,1930.68,1898.80 
2016/2/16,1895.58,1871.44,1895.77,1871.44 
2016/2/12,1864.78,1833.40,1864.78,1833.40 
2016/2/11,1829.08,1847.00,1847.00,1810.10 
2016/2/10,1851.86,1857.10,1881.60,1850.32 
2016/2/9,1852.21,1848.46,1868.25,1834.94 
2016/2/8,1853.44,1873.25,1873.25,1828.46 
2016/2/5,1880.05,1913.07,1913.07,1872.65 
2016/2/4,1915.45,1911.67,1927.35,1900.52 
2016/2/3,1912.53,1907.07,1918.01,1872.23 
2016/2/2,1903.03,1935.26,1935.26,1897.29 
2016/2/1,1939.38,1936.94,1947.20,1920.30 
2016/1/29,1940.24,1894.00,1940.24,1894.00 
2016/1/28,1893.36,1885.22,1902.96,1873.65 
2016/1/27,1882.95,1902.52,1916.99,1872.70 
2016/1/26,1903.63,1878.79,1906.73,1878.79 
2016/1/25,1877.08,1906.28,1906.28,1875.97 
2016/1/22,1906.90,1877.40,1908.85,1877.40 
2016/1/21,1868.99,1861.46,1889.85,1848.98 
2016/1/20,1859.33,1876.18,1876.18,1812.29 
2016/1/19,1881.33,1888.66,1901.44,1864.60 
2016/1/15,1880.33,1916.68,1916.68,1857.83 
2016/1/14,1921.84,1891.68,1934.47,1878.93 
2016/1/13,1890.28,1940.34,1950.33,1886.41 
2016/1/12,1938.68,1927.83,1947.38,1914.35 
2016/1/11,1923.67,1926.12,1935.65,1901.10 
2016/1/8,1922.03,1945.97,1960.40,1918.46 
2016/1/7,1943.09,1985.32,1985.32,1938.83 
2016/1/6,1990.26,2011.71,2011.71,1979.05 
2016/1/5,2016.71,2013.78,2021.94,2004.17 
2016/1/4,2012.66,2038.20,2038.20,1989.68 
2015/12/31,2043.94,2060.59,2062.54,2043.62 
2015/12/30,2063.36,2077.34,2077.34,2061.97 
2015/12/29,2078.36,2060.54,2081.56,2060.54 
2015/12/28,2056.50,2057.77,2057.77,2044.20 
2015/12/24,2060.99,2063.52,2067.36,2058.73 
2015/12/23,2064.29,2042.20,2064.73,2042.20 
2015/12/22,2038.97,2023.15,2042.74,2020.49 
2015/12/21,2021.15,2010.27,2022.90,2005.93 
2015/12/18,2005.55,2040.81,2040.81,2005.33 
2015/12/17,2041.89,2073.76,2076.37,2041.66 
2015/12/16,2073.07,2046.50,2076.72,2042.43 
2015/12/15,2043.41,2025.55,2053.87,2025.55 
2015/12/14,2021.94,2013.37,2022.92,1993.26 
2015/12/11,2012.37,2047.27,2047.27,2008.80 
2015/12/10,2052.23,2047.93,2067.65,2045.67 
2015/12/9,2047.62,2061.17,2080.33,2036.53 
2015/12/8,2063.59,2073.39,2073.85,2052.32 
2015/12/7,2077.07,2090.42,2090.42,2066.78 
2015/12/4,2091.69,2051.24,2093.84,2051.24 
2015/12/3,2049.62,2080.71,2085.00,2042.35 
2015/12/2,2079.51,2101.71,2104.27,2077.11 
2015/12/1,2102.63,2082.93,2103.37,2082.93 
2015/11/30,2080.41,2090.95,2093.81,2080.41 
2015/11/27,2090.11,2088.82,2093.29,2084.13 
2015/11/25,2088.87,2089.30,2093.00,2086.30 
2015/11/24,2089.14,2084.42,2094.12,2070.29 
2015/11/23,2086.59,2089.41,2095.61,2081.39 
2015/11/20,2089.17,2082.82,2097.06,2082.82 
2015/11/19,2081.24,2083.70,2086.74,2078.76 
2015/11/18,2083.58,2051.99,2085.31,2051.99 
2015/11/17,2050.44,2053.67,2066.69,2045.90 
2015/11/16,2053.19,2022.08,2053.22,2019.39 
2015/11/13,2023.04,2044.64,2044.64,2022.02 
2015/11/12,2045.97,2072.29,2072.29,2045.66 
2015/11/11,2075.00,2083.41,2086.94,2074.85 
2015/11/10,2081.72,2077.19,2083.67,2069.91 
2015/11/9,2078.58,2096.56,2096.56,2068.24 
2015/11/6,2099.20,2098.60,2101.91,2083.74 
2015/11/5,2099.93,2101.68,2108.78,2090.41 
2015/11/4,2102.31,2110.60,2114.59,2096.98 
2015/11/3,2109.79,2102.63,2116.48,2097.51 
2015/11/2,2104.05,2080.76,2106.20,2080.76 
2015/10/30,2079.36,2090.00,2094.32,2079.34 
2015/10/29,2089.41,2088.35,2092.52,2082.63 
2015/10/28,2090.35,2066.48,2090.35,2063.11 
2015/10/27,2065.89,2068.75,2070.37,2058.84 
2015/10/26,2071.18,2075.08,2075.14,2066.53 
2015/10/23,2075.15,2058.19,2079.74,2058.19 
2015/10/22,2052.51,2021.88,2055.20,2021.88 
2015/10/21,2018.94,2033.47,2037.97,2017.22 
2015/10/20,2030.77,2033.13,2039.12,2026.61 
2015/10/19,2033.66,2031.73,2034.45,2022.31 
2015/10/16,2033.11,2024.37,2033.54,2020.46 
2015/10/15,2023.86,1996.47,2024.15,1996.47 
2015/10/14,1994.24,2003.66,2009.56,1990.73 
2015/10/13,2003.69,2015.00,2022.34,2001.78 
2015/10/12,2017.46,2015.65,2018.66,2010.55 
2015/10/9,2014.89,2013.73,2020.13,2007.61 
2015/10/8,2013.43,1994.01,2016.50,1987.53 
2015/10/7,1995.83,1982.34,1999.31,1976.44 
2015/10/6,1979.92,1986.63,1991.62,1971.99 
2015/10/5,1987.05,1954.33,1989.17,1954.33 
2015/10/2,1951.36,1921.77,1951.36,1893.70 
2015/10/1,1923.82,1919.65,1927.21,1900.70 
2015/9/30,1920.03,1887.14,1920.53,1887.14 
2015/9/29,1884.09,1881.90,1899.48,1871.91 
2015/9/28,1881.77,1929.18,1929.18,1879.21 
2015/9/25,1931.34,1935.93,1952.89,1921.50 
2015/9/24,1932.24,1934.81,1937.17,1908.92 
2015/9/23,1938.76,1943.24,1949.52,1932.57 
2015/9/22,1942.74,1961.39,1961.39,1929.22 
2015/9/21,1966.97,1960.84,1979.64,1955.80 
2015/9/18,1958.03,1989.66,1989.66,1953.45 
2015/9/17,1990.20,1995.33,2020.86,1986.73 
2015/9/16,1995.31,1978.02,1997.26,1977.93 
2015/9/15,1978.09,1955.10,1983.19,1954.30 
2015/9/14,1953.03,1963.06,1963.06,1948.27 
2015/9/11,1961.05,1951.45,1961.05,1939.19 
2015/9/10,1952.29,1941.59,1965.29,1937.19 
2015/9/9,1942.04,1971.45,1988.63,1937.88 
2015/9/8,1969.41,1927.30,1970.42,1927.30 
2015/9/4,1921.22,1947.76,1947.76,1911.21 
2015/9/3,1951.13,1950.79,1975.01,1944.72 
2015/9/2,1948.86,1916.52,1948.91,1916.52 
2015/9/1,1913.85,1970.09,1970.09,1903.07 
2015/8/31,1972.18,1986.73,1986.73,1965.98 
2015/8/28,1988.87,1986.06,1993.48,1975.19 
2015/8/27,1987.66,1942.77,1989.60,1942.77 
2015/8/26,1940.51,1872.75,1943.09,1872.75 
2015/8/25,1867.61,1898.08,1948.04,1867.08 
2015/8/24,1893.21,1965.15,1965.15,1867.01 
